Date,Open,High,Low,Close,Volume,Ticker,Company,Daily_Return,Cumulative_Return,MA_50,MA_200,Volatility_30D,Year,Month,Quarter,Year_Month
2024-03-05,169.21996658252752,170.48842147609815,168.09024847040442,168.5857391357422,95132400,AAPL,Apple,-2.8440903384239435,-6.300937530424711,178.52166748046875,178.52166748046875,1.2918345249088918,2024,3,1,2024-03
2024-03-06,169.5172632726602,169.69564777442116,167.1587228770791,167.59475708007812,68587700,AAPL,Apple,-0.5878208090105086,-6.851720117468629,177.61109161376953,177.61109161376953,1.2256472014522986,2024,3,1,2024-03
2024-03-07,167.62445594378354,169.1902079797121,166.97041987504164,167.47581481933594,71765100,AAPL,Apple,-0.07097015611613466,-6.917827597120752,176.83145493727463,176.83145493727463,1.1799480012774366,2024,3,1,2024-03
2024-03-08,167.4758228221548,172.13343143853632,167.4163663695346,169.19021606445312,76267000,AAPL,Apple,1.0236709383779408,-5.964972449421635,176.28565216064453,176.28565216064453,1.2150514486572168,2024,3,1,2024-03
2024-03-11,171.38030546468005,172.8073209312821,170.49833272784605,171.1920166015625,60139500,AAPL,Apple,1.1831656603280116,-4.852382294763203,175.94607645670573,175.94607645670573,1.2477343111183634,2024,3,1,2024-03
2024-03-12,171.58838326620315,172.46045153320196,169.4676841705973,171.66766357421875,59825400,AAPL,Apple,0.27784413204459124,-4.588020222188982,175.6786756515503,175.6786756515503,1.2131353686443502,2024,3,1,2024-03
2024-03-13,171.21183277143888,171.62804307697533,169.21995080494636,169.5866241455078,52488700,AAPL,Apple,-1.212248938083338,-5.7446509338497815,175.32031968060662,175.32031968060662,1.1937127121216857,2024,3,1,2024-03
2024-03-14,171.35055836544484,172.73792596009017,170.49831395125625,171.4397430419922,72913500,AAPL,Apple,1.0927270389522903,-4.714697248945077,175.10473208957248,175.10473208957248,1.2084843502127445,2024,3,1,2024-03
2024-03-15,169.62625165850892,171.06317138671875,168.75418335618096,171.06317138671875,121752700,AAPL,Apple,-0.2196524846524106,-4.923993783946335,174.89201836836966,174.89201836836966,1.172479283690586,2024,3,1,2024-03
2024-03-18,173.98658058844927,176.107279800922,171.95506605696912,172.15325927734375,75604200,AAPL,Apple,0.63724288623217,-4.318128697820889,174.75508041381835,174.75508041381835,1.158446543720633,2024,3,1,2024-03
2024-03-19,172.76766112194616,175.01719271038215,171.46947815172825,174.49197387695312,55215200,AAPL,Apple,1.3585073029849681,-3.0182834885481014,174.74255153111048,174.74255153111048,1.1818814732381149,2024,3,1,2024-03
2024-03-20,174.1352174960067,177.05860900878906,173.51089450186836,177.05860900878906,53423100,AAPL,Apple,1.47091873328562,-1.5917612525192082,174.84782687100497,174.84782687100497,1.2048093067035481,2024,3,1,2024-03
2024-03-21,175.45322885093574,175.8892630091755,169.29922879245808,169.82444763183594,106181300,AAPL,Apple,-4.085743933859787,-5.612469897562667,174.62941907799762,174.62941907799762,1.4545322202412252,2024,3,1,2024-03
2024-03-22,170.21092760104457,171.48930183291895,168.52626256417108,170.7262420654297,71160100,AAPL,Apple,0.5310156730488957,-5.111257319314988,174.46678670247397,174.46678670247397,1.430438121868491,2024,3,1,2024-03
2024-03-25,169.03170000930652,170.38933965120722,167.92179058941932,169.30917358398438,54288300,AAPL,Apple,-0.830023823111059,-5.898856489015214,174.2604821777344,174.2604821777344,1.4045641508938649,2024,3,1,2024-03
2024-03-26,168.46682128354186,169.8740129173693,168.05061095138228,168.179443359375,57388400,AAPL,Apple,-0.6672587200651448,-6.526754574773285,174.02659606933594,174.02659606933594,1.3776012845569559,2024,3,1,2024-03
2024-03-27,168.87310882923745,172.0343412561863,168.575811446925,171.7469482421875,60273300,AAPL,Apple,2.121249072747422,-4.543954222923752,173.94216466833043,173.94216466833043,1.4282983774487108,2024,3,1,2024-03
2024-03-28,170.2010103030642,170.67667701496117,168.97218824939392,169.93344116210938,65672700,AAPL,Apple,-1.055918081013485,-5.551891869704406,173.7989959716797,173.7989959716797,1.4109291993035264,2024,3,1,2024-03
2024-04-01,169.64606274055888,169.70551918920845,167.95147834818596,168.49652099609375,46240500,AAPL,Apple,-0.8455782194423223,-6.350524500729515,173.6161520070043,173.6161520070043,1.389891924161605,2024,4,2,2024-04
2024-04-02,167.55510167176752,167.81275133793278,166.71276161053132,167.3172607421875,49329500,AAPL,Apple,-0.6998721676476527,-7.0059511148969245,173.40618896484375,173.40618896484375,1.3676967152845345,2024,4,2,2024-04
2024-04-03,167.2677201117247,169.14067408704202,167.05962251511946,168.11996459960938,47691700,AAPL,Apple,0.479749581042177,-6.559812554976485,173.23566559822328,173.23566559822328,1.3503364910753481,2024,4,2,2024-04
2024-04-04,168.75419869027797,170.3695030458197,167.29747009277344,167.29747009277344,53704400,AAPL,Apple,-0.489230716170308,-7.016950653204656,173.05009698867798,173.05009698867798,1.3457658525795648,2024,4,2,2024-04
2024-04-05,168.06051777285862,168.85330584999502,167.4262903353845,168.0506134033203,42104800,AAPL,Apple,0.4501821277567597,-6.598357583202141,172.89859748609138,172.89859748609138,1.3275763512930117,2024,4,2,2024-04
2024-04-08,167.50557237539863,167.67403738632925,166.72270378093583,166.93080139160156,37425500,AAPL,Apple,-0.6663540162339165,-7.220743178674905,172.72307407154756,172.72307407154756,1.3225699490502207,2024,4,2,2024-04
2024-04-09,167.17851757917794,168.54607640984824,166.83168324813985,168.1397705078125,42373800,AAPL,Apple,0.7242336981147179,-6.548804535914465,172.59212254115513,172.59212254115513,1.3311073110810285,2024,4,2,2024-04
2024-04-10,167.27763553824258,167.5650134431552,165.60287483124418,166.26683044433594,49709300,AAPL,Apple,-1.113918532075986,-7.589774720635479,172.41641998291016,172.41641998291016,1.3265919746781185,2024,4,2,2024-04
2024-04-11,166.82176353298163,173.87755961907308,166.6433941837476,173.46133422851562,91070300,AAPL,Apple,4.327083017672795,-3.591107555978912,172.44466090846706,172.44466090846706,1.5671381129446365,2024,4,2,2024-04
2024-04-12,172.68837774790788,176.7514066994258,172.63884078505302,174.95773315429688,101670900,AAPL,Apple,0.8626700194810599,-2.7594169447506034,172.51079438862047,172.51079438862047,1.5761536100526383,2024,4,2,2024-04
2024-04-15,173.7784557074799,175.03700600653332,170.94424900321735,171.13253784179688,73531800,AAPL,Apple,-2.186353951629294,-4.885440274966413,172.47545447716345,172.47545447716345,1.6206262901264825,2024,4,2,2024-04
2024-04-16,170.20103782824685,172.1929047923956,166.75242714722782,167.8524169921875,73711200,AAPL,Apple,-1.9167137301742576,-6.708514100610918,172.35987854003906,172.35987854003906,1.5923669433594818,2024,4,2,2024-04
2024-04-17,168.08032842085646,169.11094225529814,166.48484802246094,166.48484802246094,50901200,AAPL,Apple,-0.8147448778114463,-7.468601703410382,172.21658511278105,172.21658511278105,1.5128225800304678,2024,4,2,2024-04
2024-04-18,166.5145852231191,167.11908441586118,165.04793714543356,165.53350830078125,43122900,AAPL,Apple,-0.5714272097310236,-7.997351290821686,172.05746423630487,172.05746423630487,1.5126173617791805,2024,4,2,2024-04
2024-04-19,164.7109957890585,164.89926951971245,162.6002009445124,163.51190185546875,68149400,AAPL,Apple,-1.2212672020695425,-9.12094946454214,171.8587302274482,171.8587302274482,1.5281859786216672,2024,4,2,2024-04
2024-04-22,164.0272084619306,165.75150603037284,163.28397258003716,164.3443145751953,48116400,AAPL,Apple,0.5090838711315104,-8.65829887602867,171.68794805353338,171.68794805353338,1.5183603040176965,2024,4,2,2024-04
2024-04-23,163.85875133255257,165.54341638804536,163.43262154349364,165.39476013183594,49537800,AAPL,Apple,0.6391736515837909,-8.074466789535839,171.54809943305122,171.54809943305122,1.505881494124188,2024,4,2,2024-04
2024-04-24,165.03800691456527,167.77312477902248,164.71099641624178,167.4956512451172,48251800,AAPL,Apple,1.2702283383141166,-6.906802616550156,171.46000273331353,171.46000273331353,1.5253287790530061,2024,4,2,2024-04
2024-04-25,168.00106471763377,169.07132637527934,166.63350563489078,168.35781860351562,50558300,AAPL,Apple,0.5147401451854439,-6.427614557180805,171.39399881565825,171.39399881565825,1.51330354999921,2024,4,2,2024-04
2024-04-26,168.3478879652858,169.79471202253325,167.6541890412428,167.7731170654297,44838400,AAPL,Apple,-0.347296931580543,-6.752588580630436,171.31856377919516,171.31856377919516,1.4997935145487622,2024,4,2,2024-04
2024-04-29,171.80640930182136,174.44242297655094,171.53885525962073,171.93524169921875,68169400,AAPL,Apple,2.4808054511891164,-4.439301715045973,171.3311490428691,171.3311490428691,1.5693784057742968,2024,4,2,2024-04
2024-04-30,171.76678225756265,173.41181476528868,168.46681287321124,168.79383850097656,65934800,AAPL,Apple,-1.8270851090189666,-6.185277003484913,171.28040283203126,171.28040283203126,1.6006181921169704,2024,4,2,2024-04
2024-05-01,168.05059058657778,171.15236652369296,167.58482822154218,167.7731170654297,50383100,AAPL,Apple,-0.6047148667342905,-6.752588580630436,171.03741424560548,171.2116325228822,1.5809179341055497,2024,5,2,2024-05
2024-05-02,170.95416794412498,171.8559644998941,169.34878317714927,171.469482421875,94214900,AAPL,Apple,2.2031928720760208,-4.698168258843472,170.85328979492186,171.21659117478592,1.6116626170701722,2024,5,2,2024-05
2024-05-03,184.9666328542693,185.31348231884328,181.01262758822543,181.72613525390625,163224100,AAPL,Apple,5.981619986929387,1.0024251564953568,170.83366821289061,171.4148844592976,1.7901430795079758,2024,5,2,2024-05
2024-05-06,180.7054248623681,182.53873097916653,178.79282331517493,180.07119750976562,78569700,AAPL,Apple,-0.9106767949631278,0.08261950824515196,170.8176141357422,171.5751865528248,1.8014115304892544,2024,5,2,2024-05
2024-05-07,181.79552305097843,183.2324429638328,179.6847430878599,180.75498962402344,77305800,AAPL,Apple,0.3797343071596515,0.4626675500220223,170.8421908569336,171.74209206321024,1.791228435333496,2024,5,2,2024-05
2024-05-08,181.20091221961115,181.41892928578648,179.81352951475225,181.09190368652344,45057100,AAPL,Apple,0.18639267618603128,0.6499226046363882,170.84437103271483,171.9090529850551,1.7831879916286004,2024,5,2,2024-05
2024-05-09,180.9135137471405,182.99458018096053,180.46757526022824,182.9053955078125,48983000,AAPL,Apple,1.0014207064873881,1.657851770662755,170.90680267333985,172.10197127492805,1.7544139670838754,2024,5,2,2024-05
2024-05-10,183.48093424482693,183.669478466616,180.73220418072015,181.6451416015625,50759500,AAPL,Apple,-0.6890195353456252,0.9574093127502126,170.95730834960938,172.26650869435278,1.7464401358148205,2024,5,2,2024-05
2024-05-13,184.01682262141372,185.6640864017181,183.2031085341488,184.85037231445312,72044800,AAPL,Apple,1.7645562576737106,2.7388595963635964,171.0935220336914,172.47979451842227,1.7556469148577507,2024,5,2,2024-05
2024-05-14,186.07091921634225,186.8548647149755,184.8602810891409,185.9915313720703,52393600,AAPL,Apple,0.6173420390389817,3.3731097670811616,171.3429360961914,172.70499013264973,1.7456035544097686,2024,5,2,2024-05
2024-05-15,186.46787049037357,189.18683240943687,185.9320062923224,188.26397705078125,70400000,AAPL,Apple,1.2218006174512297,4.636123060493902,171.7365008544922,172.96005549196337,1.752488677861254,2024,5,2,2024-05
2024-05-16,189.0082265089993,189.6333963773736,188.20444533062343,188.383056640625,52845200,AAPL,Apple,0.06325139397838075,4.70230686693458,172.15226684570314,173.2088135750063,1.7457934136126143,2024,5,2,2024-05
2024-05-17,188.0555735439889,189.34559954047236,187.72810435814964,188.41281127929688,41282900,AAPL,Apple,0.015794753096409764,4.718844337790484,172.57100677490234,173.4501468718998,1.7472574287509008,2024,5,2,2024-05
2024-05-20,187.87695420764547,190.44707314635468,187.5594028379898,189.5738220214844,44361300,AAPL,Apple,0.6162058377582769,5.364127969832966,172.97867889404296,173.70207929611206,1.736010597471998,2024,5,2,2024-05
2024-05-21,189.6234548753388,191.2508679069906,189.45476137627725,190.8737945556641,42309400,AAPL,Apple,0.6857342012297263,6.086645831149551,173.372314453125,173.9662595308744,1.7358068463023026,2024,5,2,2024-05
2024-05-22,190.79440205142183,191.3401840301744,188.8097513226368,189.43490600585935,34648500,AAPL,Apple,-0.7538429008310699,5.286919182821648,173.72765930175783,174.20063296231356,1.7259231484422175,2024,5,2,2024-05
2024-05-23,189.51429520164533,189.5341459487459,185.19768892080705,185.44577026367188,51005900,AAPL,Apple,-2.1058081777516113,3.0697786285670547,174.04484222412108,174.3684708324831,1.6242292445069815,2024,5,2,2024-05
2024-05-24,187.37087155015985,189.11735863774425,186.59684388111853,188.5219573974609,36327000,AAPL,Apple,1.658806846559635,4.779507173191577,174.38648651123046,174.5766103407916,1.6412447096313703,2024,5,2,2024-05
2024-05-28,190.0402451982288,191.518815598676,187.6487523245995,188.53192138671875,52280100,AAPL,Apple,0.005285320285963735,4.785045105739738,174.73586151123047,174.7788612255152,1.5759842176029248,2024,5,2,2024-05
2024-05-29,188.15481585355155,190.7745542503335,188.05557725890648,188.82958984375,53068000,AAPL,Apple,0.15788756346499788,4.950487660332903,175.0693881225586,174.9795859200614,1.5182271201435538,2024,5,2,2024-05
2024-05-30,189.29598343446253,190.70508365256933,189.16699143181853,189.8219146728516,49889100,AAPL,Apple,0.5255134165798481,5.50201655375393,175.37598693847656,175.1886328039035,1.5007389346935884,2024,5,2,2024-05
2024-05-31,189.9707550742459,191.0920874921724,188.45249859880172,190.7745361328125,75158300,AAPL,Apple,0.5018500954448335,6.031478524525147,175.65030548095703,175.40510368347168,1.4883178528454815,2024,5,2,2024-05
2024-06-03,191.41954585254337,193.49351725389891,191.0424725318553,192.54087829589844,50080500,AAPL,Apple,0.9258794170812434,7.01320215981065,176.1046340942383,175.63984032199807,1.4546986077718358,2024,6,2,2024-06
2024-06-04,193.1462119125533,193.82100104656783,191.548567440495,192.8584442138672,47471400,AAPL,Apple,0.1649342834515899,7.189703617991539,176.54727813720703,175.8725241583747,1.4564394074664853,2024,6,2,2024-06
2024-06-05,193.9003813531384,195.38886948576237,193.37445009094603,194.3667755126953,54156800,AAPL,Apple,0.7820924331192192,8.02802617907079,177.04843017578125,176.1191141764323,1.4569924139742105,2024,6,2,2024-06
2024-06-06,194.1881470745491,194.9919281725913,192.67980832687616,192.9874267578125,41181800,AAPL,Apple,-0.7096628275302774,7.261391433963249,177.54458984375,176.34106565776625,1.4680220146854013,2024,6,2,2024-06
2024-06-07,193.15613762673084,195.4285713258788,192.65005711175448,195.3789520263672,53103900,AAPL,Apple,1.2392129936816598,8.590588533816668,178.0172299194336,176.58831093528053,1.4744971969096254,2024,6,2,2024-06
2024-06-10,195.3888517006261,195.7857909182053,190.6753063763642,191.6378631591797,97010200,AAPL,Apple,-1.914786023973869,6.511311121220165,178.451318359375,176.78125391251,1.5324721647497184,2024,6,2,2024-06
2024-06-11,192.1637890602492,205.57011360777915,192.14395345618084,205.5601806640625,172373300,AAPL,Apple,7.264909593214641,14.249261580724394,179.19259155273437,177.145544124555,1.9441276862383081,2024,6,2,2024-06
2024-06-12,205.7784872423207,218.51002232587345,205.3120931521647,211.43475341796875,198134300,AAPL,Apple,2.857835955839527,17.514318057459487,180.07494140625,177.57415924072265,1.9293105706505471,2024,6,2,2024-06
2024-06-13,213.09195736730385,215.08652592836705,209.9760562824749,212.5957946777344,97862700,AAPL,Apple,0.5491250804310788,18.159618651010522,180.9644580078125,178.00652511031538,1.912364369510686,2024,6,2,2024-06
2024-06-14,212.2087855151512,213.5186471242216,209.67835280423736,210.85922241210935,70122700,AAPL,Apple,-0.8168422466951708,17.19444096733518,181.83569305419923,178.40716776033727,1.9159574399592632,2024,6,2,2024-06
2024-06-17,211.7324642876032,217.26964179829145,211.08745883873985,215.00714111328125,93728300,AAPL,Apple,1.9671507149282341,19.49983225068024,182.77482360839844,178.8481312947101,1.657794476799303,2024,6,2,2024-06
2024-06-18,215.92007781385277,216.95210469802015,211.3653079111793,212.64540100097656,79943300,AAPL,Apple,-1.0984472888090457,18.187189583191277,183.68911560058595,179.2504797435942,1.6639404243214042,2024,6,2,2024-06
2024-06-20,212.28816853161533,212.59580212894485,207.2471687535905,208.0707855224609,86172500,AAPL,Apple,-2.1512882277170187,15.64464248701849,184.4877359008789,179.58954216452207,1.7364438940285223,2024,6,2,2024-06
2024-06-21,208.77533580800625,210.26382387597764,205.5205097773767,205.8975982666016,241805100,AAPL,Apple,-1.044446124621723,14.436796500230177,185.2803512573242,179.895449793616,1.758134329123392,2024,6,2,2024-06
2024-06-24,206.12581247138849,211.0675882243761,205.00448003735443,206.54258728027344,80727000,AAPL,Apple,0.3132571817747509,14.79527798386011,185.94197631835937,180.20173873024424,1.7550895265190825,2024,6,2,2024-06
2024-06-25,207.544857328744,209.75775393646785,207.0090082596573,207.46548461914065,55549700,AAPL,Apple,0.44683149902391417,15.308219445284067,186.59213134765625,180.51155402443626,1.7425362703755687,2024,6,2,2024-06
2024-06-26,209.87678837301024,213.21100178687283,209.02338806048343,211.6133575439453,66213200,AAPL,Apple,1.999307466694611,17.61358528636623,187.4017477416992,180.8610124909476,1.7491189001159677,2024,6,2,2024-06
2024-06-27,213.0423317255729,214.0842763709762,210.7202940415425,212.4568634033203,49772700,AAPL,Apple,0.3986070960571686,18.08240138324495,188.2938366699219,181.21207750108508,1.7489228671974286,2024,6,2,2024-06
2024-06-28,214.1140398112984,214.411740437408,208.68601906723535,209.0035552978516,82542700,AAPL,Apple,-1.6254161198422157,16.163070996464903,189.1442108154297,181.5174783559946,1.7830154447542985,2024,6,2,2024-06
2024-07-01,210.46229254870087,215.8406944532805,210.2935990460224,215.08653259277344,60402900,AAPL,Apple,2.9104659421955725,19.543957615225473,190.13527130126954,181.8823593803074,1.8412814011786411,2024,7,3,2024-07
2024-07-02,214.4911377013164,218.6886852126113,213.44920810314017,218.57952880859372,58046200,AAPL,Apple,1.6239957814716544,21.485346443900987,191.23662384033204,182.2769525999664,1.851319992201496,2024,7,3,2024-07
2024-07-03,218.31157833867707,219.8496856689453,217.34902153194005,219.8496856689453,37369800,AAPL,Apple,0.5810959824439133,22.19129291134456,192.34673126220704,182.67666252623212,1.8512632554267512,2024,7,3,2024-07
2024-07-05,219.948912125906,224.71207692855523,219.948912125906,224.60292053222656,60412400,AAPL,Apple,2.162038507727848,24.833115717178387,193.53089447021483,183.11799155787418,1.8755222836182632,2024,7,3,2024-07
2024-07-08,225.34718574831135,226.10136279083508,221.53665960457084,226.07159423828125,59085900,AAPL,Apple,0.653897866766151,25.64939679787073,194.70241333007812,183.56542491912842,1.8590417291436272,2024,7,3,2024-07
2024-07-09,226.18069804264903,227.63941744293052,224.63267299949703,226.9249420166016,48076100,AAPL,Apple,0.3774679349679344,26.123682981263308,195.87375579833986,184.0124302500302,1.7879930050637565,2024,7,3,2024-07
2024-07-10,227.5401905323848,231.29117889263892,227.49057123987387,231.1919403076172,62627700,AAPL,Apple,1.8803566734869603,28.495258071049044,197.14213226318358,184.4938538220464,1.792583185832215,2024,7,3,2024-07
2024-07-11,229.61414576243664,230.6064710416972,224.0372825383305,225.82347106933597,64710600,AAPL,Apple,-2.3220832141198744,25.51149125244121,198.21989685058594,184.91132470333216,1.8721730800843897,2024,7,3,2024-07
2024-07-12,227.16311346469493,230.8545649156238,226.92494993371523,228.7706756591797,53046500,AAPL,Apple,1.30509223682016,27.14953198109402,199.41943359375,185.34991821289063,1.8741233048577437,2024,7,3,2024-07
2024-07-15,234.66511292556817,235.40935699641528,231.3011303310065,232.60107421875,62631300,AAPL,Apple,1.6743398377145224,29.278447248521044,200.71599273681642,185.8177514406714,1.883033124407168,2024,7,3,2024-07
2024-07-16,233.19646408342908,234.4567215545301,230.54695713829173,233.01785278320312,43234300,AAPL,Apple,0.1791817023429454,29.510090571063465,201.94696014404298,186.28049753226486,1.8851040028826833,2024,7,3,2024-07
2024-07-17,227.6890612108438,229.6836449661141,224.9006292447048,227.1234436035156,57345900,AAPL,Apple,-2.5295955263872516,26.23400911375777,202.85490631103517,186.67703098926728,1.9734272652008722,2024,7,3,2024-07
2024-07-18,228.51267855827928,228.67145424701283,220.56415801938329,222.45948791503903,66034600,AAPL,Apple,-2.0534893335882654,23.64180720124591,203.70267211914063,187.021093075092,2.029908834280762,2024,7,3,2024-07
2024-07-19,223.09458131167176,225.0593811668608,221.5663918696606,222.58848571777344,49151500,AAPL,Apple,0.057987098659362246,23.71350349797192,204.53934204101563,187.35983014787948,2.030702872959721,2024,7,3,2024-07
2024-07-22,225.2677759323044,226.03187070395737,221.3778623137636,222.2411956787109,48201800,AAPL,Apple,-0.156023362099178,23.520481530443682,205.36232788085937,187.68889963401938,2.022086200156684,2024,7,3,2024-07
2024-07-23,222.64803919770813,225.19832267550643,220.97100689389265,223.2831268310547,39960300,AAPL,Apple,0.46882898967572917,24.099581356045462,206.16988250732422,188.02155596296365,2.017142207512716,2024,7,3,2024-07
2024-07-24,222.2808652028311,223.0747284640348,215.4635952984219,216.86276245117188,61777600,AAPL,Apple,-2.8754364340036864,20.531176779287684,206.8742349243164,188.28860417118779,2.0633249819476815,2024,7,3,2024-07
2024-07-25,217.24979770728692,219.1550758451632,212.9728775545053,215.82086181640625,51391200,AAPL,Apple,-0.4804423880749087,19.952093915194503,207.49364471435547,188.54119369086868,1.6148683111092947,2024,7,3,2024-07
2024-07-26,217.02154248476683,217.80548795978973,214.3521849755396,216.2872314453125,41601300,AAPL,Apple,0.21609107895370627,20.211299689163397,208.0995587158203,188.79343039772726,1.5335133571865873,2024,7,3,2024-07
2024-07-29,215.29491873308157,217.61695646267236,214.0941983741811,216.56509399414065,36311800,AAPL,Apple,0.12846923369973506,20.365734224694542,208.6655810546875,189.04362556526252,1.531063864052931,2024,7,3,2024-07
2024-07-30,217.5078101391952,218.63906050664173,214.4613638470993,217.1208038330078,41643800,AAPL,Apple,0.2566017582141811,20.67459481500251,209.24033599853516,189.29431465693884,1.5220670261541178,2024,7,3,2024-07
2024-07-31,219.7405227481965,222.10226187087767,218.936741656308,220.3756103515625,50036300,AAPL,Apple,1.4990763027286969,22.483599069288097,209.87959197998046,189.56937037105055,1.5046601518254274,2024,7,3,2024-07
2024-08-01,222.64802807062824,222.7571844619209,215.35444602521784,216.6841583251953,62501000,AAPL,Apple,-1.6750728542411109,20.431909550380944,210.4217987060547,189.80721938819215,1.5239666683124065,2024,8,3,2024-08
2024-08-02,217.46809553371503,223.86860618805187,216.0391597412521,218.1726531982422,105568600,AAPL,Apple,0.6869421763694206,21.25920713088958,210.96777587890625,190.0538753343665,1.4681337814766555,2024,8,3,2024-08
2024-08-05,197.562059997048,211.8614726265992,194.4957781490091,207.6639404296875,119548600,AAPL,Apple,-4.816695683214689,15.418520135515678,211.33235656738282,190.20568624036065,1.7161949903887284,2024,8,3,2024-08
2024-08-06,203.72439154098564,208.3783997216886,199.52685967053256,205.6395721435547,69660500,AAPL,Apple,-0.9748289866522319,14.293386945269626,211.73623260498047,190.3375997950888,1.7252855064667207,2024,8,3,2024-08
2024-08-07,205.3120983398537,212.00037630720823,204.80601788828693,208.20970153808597,63516400,AAPL,Apple,1.2498223798759422,15.721851274029808,212.12998748779296,190.48905828443625,1.7386352721729652,2024,8,3,2024-08
2024-08-08,211.4744658055274,212.55609685346144,207.2273143208112,211.6729278564453,47161100,AAPL,Apple,1.6633357104764102,17.646694151095144,212.5928076171875,190.6670739951254,1.726530804864973,2024,8,3,2024-08
2024-08-09,210.47220292637735,215.1162780786914,210.3431957915856,214.58042907714844,42201600,AAPL,Apple,1.3735819928162751,19.262667957098234,213.10782440185548,190.86635195414226,1.7430878773051353,2024,8,3,2024-08
2024-08-12,214.659918636134,218.0774562105273,214.19298467780987,216.11038208007807,38028100,AAPL,Apple,0.7129974571816966,20.1130077469994,213.63359375,191.07498030229047,1.717777204953615,2024,8,3,2024-08
2024-08-13,217.5807279037812,220.44193777769505,217.5807279037812,219.82598876953125,44155300,AAPL,Apple,1.7193096665186536,22.17812229993985,214.21462280273437,191.31064430612034,1.6641237555498203,2024,8,3,2024-08
2024-08-14,219.13055181670975,221.5744891931242,218.2662191901357,220.2730407714844,41960600,AAPL,Apple,0.20336631007804584,22.426591438983866,214.76926605224608,191.54611094405013,1.6388773205459326,2024,8,3,2024-08
2024-08-15,223.13425172393931,223.87935717471936,221.30624816369337,223.2534637451172,46414000,AAPL,Apple,1.353058442010946,24.083094769715284,215.3771664428711,191.80181540212322,1.6536778186045589,2024,8,3,2024-08
2024-08-16,222.4587092482856,225.34972239527664,222.19046700804645,224.57481384277344,44340200,AAPL,Apple,0.5918609617474146,24.81749416778527,215.98132720947265,192.06399938964844,1.6092561120833138,2024,8,3,2024-08
2024-08-19,224.2469437652095,224.51518597934856,221.58442566604344,224.41583251953125,40687800,AAPL,Apple,-0.07079214294862801,24.72913318888912,216.60989532470703,192.32075997004432,1.6047252854815444,2024,8,3,2024-08
2024-08-20,224.2966382287883,225.68749582093912,223.9787192596048,225.03179931640625,30299000,AAPL,Apple,0.2744756419186256,25.071484277868873,217.2029522705078,192.57832720899208,1.6039735805723165,2024,8,3,2024-08
2024-08-21,225.0417277949432,226.4921913011218,223.58131984717625,224.9225006103516,34765500,AAPL,Apple,-0.04857033823072454,25.010736634924925,217.86864501953124,192.83101606369019,1.5635137875456968,2024,8,3,2024-08
2024-08-22,226.3034477368646,226.8498614975527,222.43883427921395,223.06472778320312,43695300,AAPL,Apple,-0.8259613076091576,23.978196319963253,218.21873596191406,193.06538592198098,1.5125504615802106,2024,8,3,2024-08
2024-08-23,224.187342377279,226.73063334528243,222.866020162344,225.3596343994141,38677300,AAPL,Apple,1.028807485171468,25.25369328368363,218.49723358154296,193.31380321796124,1.5049648176856054,2024,8,3,2024-08
