Date,Open,High,Low,Close,Volume,Ticker,Company
2024-03-28,170.2010103030642,170.67667701496117,168.97218824939392,169.93344116210938,65672700,AAPL,Apple
2024-04-01,169.64606274055888,169.70551918920845,167.95147834818596,168.49652099609375,46240500,AAPL,Apple
2024-04-02,167.55510167176752,167.81275133793278,166.71276161053132,167.3172607421875,49329500,AAPL,Apple
2024-04-03,167.2677201117247,169.14067408704202,167.05962251511946,168.11996459960938,47691700,AAPL,Apple
2024-04-04,168.75419869027797,170.3695030458197,167.29747009277344,167.29747009277344,53704400,AAPL,Apple
2024-04-05,168.06051777285862,168.85330584999502,167.4262903353845,168.0506134033203,42104800,AAPL,Apple
2024-04-08,167.50557237539863,167.67403738632925,166.72270378093583,166.93080139160156,37425500,AAPL,Apple
2024-04-09,167.17851757917794,168.54607640984824,166.83168324813985,168.1397705078125,42373800,AAPL,Apple
2024-04-10,167.27763553824258,167.5650134431552,165.60287483124418,166.26683044433594,49709300,AAPL,Apple
2024-04-11,166.82176353298163,173.87755961907308,166.6433941837476,173.46133422851562,91070300,AAPL,Apple
2024-04-12,172.68837774790788,176.75140669942581,172.63884078505302,174.95773315429688,101670900,AAPL,Apple
2024-04-15,173.7784557074799,175.03700600653332,170.94424900321735,171.13253784179688,73531800,AAPL,Apple
2024-04-16,170.20103782824683,172.1929047923956,166.75242714722782,167.8524169921875,73711200,AAPL,Apple
2024-04-17,168.08032842085646,169.11094225529814,166.48484802246094,166.48484802246094,50901200,AAPL,Apple
2024-04-18,166.5145852231191,167.11908441586118,165.04793714543356,165.53350830078125,43122900,AAPL,Apple
2024-04-19,164.7109957890585,164.89926951971245,162.6002009445124,163.51190185546875,68149400,AAPL,Apple
2024-04-22,164.0272084619306,165.75150603037284,163.28397258003716,164.3443145751953,48116400,AAPL,Apple
2024-04-23,163.85875133255257,165.54341638804536,163.43262154349364,165.39476013183594,49537800,AAPL,Apple
2024-04-24,165.03800691456527,167.77312477902248,164.71099641624178,167.4956512451172,48251800,AAPL,Apple
2024-04-25,168.00106471763377,169.07132637527934,166.63350563489078,168.35781860351562,50558300,AAPL,Apple
2024-04-26,168.3478879652858,169.79471202253325,167.6541890412428,167.7731170654297,44838400,AAPL,Apple
2024-04-29,171.80640930182136,174.44242297655094,171.53885525962073,171.93524169921875,68169400,AAPL,Apple
2024-04-30,171.76678225756265,173.41181476528868,168.46681287321124,168.79383850097656,65934800,AAPL,Apple
2024-05-01,168.05059058657778,171.15236652369296,167.58482822154218,167.7731170654297,50383100,AAPL,Apple
2024-05-02,170.95416794412498,171.8559644998941,169.34878317714927,171.469482421875,94214900,AAPL,Apple
2024-05-03,184.9666328542693,185.31348231884328,181.01262758822543,181.72613525390625,163224100,AAPL,Apple
2024-05-06,180.7054248623681,182.53873097916653,178.79282331517493,180.07119750976562,78569700,AAPL,Apple
2024-05-07,181.79552305097843,183.23244296383282,179.6847430878599,180.75498962402344,77305800,AAPL,Apple
2024-05-08,181.20091221961113,181.41892928578648,179.81352951475225,181.09190368652344,45057100,AAPL,Apple
2024-05-09,180.9135137471405,182.99458018096053,180.46757526022824,182.9053955078125,48983000,AAPL,Apple
2024-05-10,183.48093424482693,183.669478466616,180.73220418072017,181.6451416015625,50759500,AAPL,Apple
2024-05-13,184.01682262141375,185.6640864017181,183.20310853414878,184.85037231445312,72044800,AAPL,Apple
2024-05-14,186.07091921634225,186.8548647149755,184.8602810891409,185.9915313720703,52393600,AAPL,Apple
2024-05-15,186.46787049037354,189.18683240943687,185.9320062923224,188.26397705078125,70400000,AAPL,Apple
2024-05-16,189.0082265089993,189.6333963773736,188.20444533062346,188.383056640625,52845200,AAPL,Apple
2024-05-17,188.0555735439889,189.34559954047234,187.72810435814964,188.41281127929688,41282900,AAPL,Apple
2024-05-20,187.87695420764547,190.44707314635468,187.5594028379898,189.57382202148438,44361300,AAPL,Apple
2024-05-21,189.62345487533878,191.2508679069906,189.45476137627725,190.87379455566406,42309400,AAPL,Apple
2024-05-22,190.79440205142186,191.3401840301744,188.8097513226368,189.43490600585938,34648500,AAPL,Apple
2024-05-23,189.51429520164533,189.5341459487459,185.19768892080702,185.44577026367188,51005900,AAPL,Apple
2024-05-24,187.37087155015982,189.11735863774422,186.59684388111853,188.52195739746094,36327000,AAPL,Apple
2024-05-28,190.04024519822877,191.51881559867596,187.6487523245995,188.53192138671875,52280100,AAPL,Apple
2024-05-29,188.15481585355153,190.7745542503335,188.05557725890648,188.82958984375,53068000,AAPL,Apple
2024-05-30,189.29598343446253,190.70508365256933,189.16699143181853,189.82191467285156,49889100,AAPL,Apple
2024-05-31,189.9707550742459,191.09208749217237,188.45249859880175,190.7745361328125,75158300,AAPL,Apple
2024-06-03,191.41954585254337,193.49351725389894,191.04247253185534,192.54087829589844,50080500,AAPL,Apple
2024-06-04,193.1462119125533,193.82100104656786,191.548567440495,192.8584442138672,47471400,AAPL,Apple
2024-06-05,193.9003813531384,195.38886948576234,193.37445009094603,194.3667755126953,54156800,AAPL,Apple
2024-06-06,194.1881470745491,194.9919281725913,192.67980832687616,192.9874267578125,41181800,AAPL,Apple
2024-06-07,193.15613762673084,195.4285713258788,192.65005711175448,195.3789520263672,53103900,AAPL,Apple
2024-06-10,195.3888517006261,195.7857909182053,190.6753063763642,191.6378631591797,97010200,AAPL,Apple
2024-06-11,192.16378906024917,205.57011360777915,192.14395345618084,205.5601806640625,172373300,AAPL,Apple
2024-06-12,205.7784872423207,218.51002232587345,205.3120931521647,211.43475341796875,198134300,AAPL,Apple
2024-06-13,213.09195736730385,215.08652592836702,209.9760562824749,212.59579467773438,97862700,AAPL,Apple
2024-06-14,212.20878551515116,213.5186471242216,209.67835280423736,210.85922241210938,70122700,AAPL,Apple
2024-06-17,211.7324642876032,217.26964179829142,211.08745883873982,215.00714111328125,93728300,AAPL,Apple
2024-06-18,215.92007781385274,216.95210469802018,211.36530791117931,212.64540100097656,79943300,AAPL,Apple
2024-06-20,212.28816853161533,212.59580212894483,207.2471687535905,208.07078552246094,86172500,AAPL,Apple
2024-06-21,208.77533580800622,210.26382387597764,205.5205097773767,205.89759826660156,241805100,AAPL,Apple
2024-06-24,206.12581247138846,211.0675882243761,205.00448003735443,206.54258728027344,80727000,AAPL,Apple
2024-06-25,207.54485732874397,209.75775393646785,207.0090082596573,207.46548461914062,55549700,AAPL,Apple
2024-06-26,209.87678837301024,213.21100178687283,209.02338806048346,211.6133575439453,66213200,AAPL,Apple
2024-06-27,213.04233172557286,214.0842763709762,210.7202940415425,212.4568634033203,49772700,AAPL,Apple
2024-06-28,214.1140398112984,214.41174043740799,208.68601906723538,209.00355529785156,82542700,AAPL,Apple
2024-07-01,210.46229254870087,215.84069445328046,210.29359904602236,215.08653259277344,60402900,AAPL,Apple
2024-07-02,214.4911377013164,218.68868521261126,213.44920810314017,218.57952880859375,58046200,AAPL,Apple
2024-07-03,218.31157833867707,219.8496856689453,217.34902153194005,219.8496856689453,37369800,AAPL,Apple
2024-07-05,219.94891212590596,224.71207692855523,219.94891212590596,224.60292053222656,60412400,AAPL,Apple
2024-07-08,225.34718574831138,226.10136279083508,221.53665960457084,226.07159423828125,59085900,AAPL,Apple
2024-07-09,226.18069804264906,227.63941744293055,224.63267299949706,226.92494201660156,48076100,AAPL,Apple
2024-07-10,227.54019053238477,231.29117889263895,227.49057123987387,231.1919403076172,62627700,AAPL,Apple
2024-07-11,229.61414576243664,230.6064710416972,224.0372825383305,225.82347106933594,64710600,AAPL,Apple
2024-07-12,227.16311346469493,230.8545649156238,226.92494993371525,228.7706756591797,53046500,AAPL,Apple
2024-07-15,234.66511292556817,235.40935699641528,231.3011303310065,232.60107421875,62631300,AAPL,Apple
2024-07-16,233.19646408342908,234.4567215545301,230.54695713829173,233.01785278320312,43234300,AAPL,Apple
2024-07-17,227.6890612108438,229.6836449661141,224.9006292447048,227.12344360351562,57345900,AAPL,Apple
2024-07-18,228.51267855827928,228.67145424701283,220.56415801938329,222.45948791503906,66034600,AAPL,Apple
2024-07-19,223.09458131167176,225.05938116686082,221.5663918696606,222.58848571777344,49151500,AAPL,Apple
2024-07-22,225.26777593230437,226.03187070395737,221.3778623137636,222.24119567871094,48201800,AAPL,Apple
2024-07-23,222.64803919770813,225.19832267550643,220.97100689389265,223.2831268310547,39960300,AAPL,Apple
2024-07-24,222.2808652028311,223.07472846403482,215.4635952984219,216.86276245117188,61777600,AAPL,Apple
2024-07-25,217.24979770728694,219.15507584516317,212.97287755450526,215.82086181640625,51391200,AAPL,Apple
2024-07-26,217.02154248476683,217.80548795978973,214.35218497553956,216.2872314453125,41601300,AAPL,Apple
2024-07-29,215.29491873308154,217.61695646267233,214.0941983741811,216.56509399414062,36311800,AAPL,Apple
2024-07-30,217.50781013919521,218.63906050664175,214.4613638470993,217.1208038330078,41643800,AAPL,Apple
2024-07-31,219.7405227481965,222.10226187087767,218.93674165630796,220.3756103515625,50036300,AAPL,Apple
2024-08-01,222.64802807062824,222.7571844619209,215.35444602521784,216.6841583251953,62501000,AAPL,Apple
2024-08-02,217.46809553371503,223.86860618805187,216.0391597412521,218.1726531982422,105568600,AAPL,Apple
2024-08-05,197.562059997048,211.8614726265992,194.4957781490091,207.6639404296875,119548600,AAPL,Apple
2024-08-06,203.72439154098564,208.3783997216886,199.52685967053256,205.6395721435547,69660500,AAPL,Apple
2024-08-07,205.31209833985366,212.00037630720823,204.80601788828693,208.20970153808594,63516400,AAPL,Apple
2024-08-08,211.4744658055274,212.55609685346144,207.22731432081122,211.6729278564453,47161100,AAPL,Apple
2024-08-09,210.47220292637738,215.1162780786914,210.3431957915856,214.58042907714844,42201600,AAPL,Apple
2024-08-12,214.65991863613397,218.07745621052726,214.19298467780987,216.11038208007812,38028100,AAPL,Apple
2024-08-13,217.58072790378117,220.44193777769505,217.58072790378117,219.82598876953125,44155300,AAPL,Apple
2024-08-14,219.13055181670978,221.5744891931242,218.2662191901357,220.27304077148438,41960600,AAPL,Apple
2024-08-15,223.13425172393934,223.87935717471936,221.30624816369337,223.2534637451172,46414000,AAPL,Apple
2024-08-16,222.4587092482856,225.34972239527664,222.19046700804645,224.57481384277344,44340200,AAPL,Apple
2024-08-19,224.2469437652095,224.51518597934856,221.58442566604344,224.41583251953125,40687800,AAPL,Apple
2024-08-20,224.2966382287883,225.68749582093912,223.97871925960482,225.03179931640625,30299000,AAPL,Apple
2024-08-21,225.04172779494317,226.4921913011218,223.58131984717622,224.92250061035156,34765500,AAPL,Apple
2024-08-22,226.3034477368646,226.8498614975527,222.43883427921395,223.06472778320312,43695300,AAPL,Apple
2024-08-23,224.187342377279,226.73063334528243,222.866020162344,225.35963439941406,38677300,AAPL,Apple
2024-08-26,225.28016094798537,225.79677167752968,222.42889539152742,225.69741821289062,30602200,AAPL,Apple
2024-08-27,224.52513427640764,227.35654136968387,223.4223774795666,226.54188537597656,35934600,AAPL,Apple
2024-08-28,226.43257756563742,228.35991942602843,224.20719049274723,225.0119171142578,38052200,AAPL,Apple
2024-08-29,228.59836441740794,231.39995310375193,227.3863249726349,228.29037475585938,51906300,AAPL,Apple
2024-08-30,228.68777538921813,228.89639643358683,225.99545426270925,227.5055389404297,52990800,AAPL,Apple
2024-09-03,227.05848641015993,227.50554667965343,219.72664341730942,221.3162078857422,50190600,AAPL,Apple
2024-09-04,220.21344869061124,220.33266071869627,216.06071952153204,219.4087371826172,43840200,AAPL,Apple
2024-09-05,220.1836359939166,224.00850159902006,220.07435325324454,220.92874145507812,36615400,AAPL,Apple
2024-09-06,222.48850009081283,223.77009004470926,218.33578603187902,219.37893676757812,48423000,AAPL,Apple
2024-09-09,219.37891374117063,219.82597396405737,215.29573540828238,219.46832275390625,67180000,AAPL,Apple
2024-09-10,217.49133220778626,220.03462329185413,215.3156216628219,218.67356872558594,51591000,AAPL,Apple
2024-09-11,220.01475867053273,221.63411098197892,216.4680492147489,221.20692443847656,44587100,AAPL,Apple
2024-09-12,221.04796566036197,222.09111639532034,218.38546260882887,221.3162078857422,37455600,AAPL,Apple
2024-09-13,222.12089674811224,222.57788625371046,220.461797151476,221.04794311523438,36766600,AAPL,Apple
2024-09-16,215.12686027714844,215.80243050187988,212.52396316355507,214.90830993652344,59357400,AAPL,Apple
2024-09-17,214.34200737227792,215.48449636527135,213.10016491936787,215.37521362304688,45519300,AAPL,Apple
2024-09-18,216.13026348358338,221.25659276615585,216.12031904206836,219.24977111816406,59894900,AAPL,Apple
2024-09-19,223.52170475455895,228.32018565098164,223.16405353373213,227.37637329101562,66781300,AAPL,Apple
2024-09-20,228.46920754640476,231.56884144729943,226.1345376792504,226.71075439453125,318679900,AAPL,Apple
2024-09-23,225.8563676699032,227.95259834339626,224.33635371548323,224.99205017089844,54146000,AAPL,Apple
2024-09-24,227.15781488965328,227.85325878901892,224.25687274556688,225.88616943359375,43556100,AAPL,Apple
2024-09-25,223.462095237407,225.80669443859438,222.55804543582803,224.8927001953125,42308700,AAPL,Apple
2024-09-26,225.81663654010723,227.00880227293717,223.9389713421174,226.0352020263672,36636700,AAPL,Apple
2024-09-27,226.9690772008412,228.02215721764472,225.81664372013879,226.30343627929688,34026000,AAPL,Apple
2024-09-30,228.5387415800987,231.47943115234375,228.1512873446241,231.47943115234375,54541900,AAPL,Apple
2024-10-01,228.02214574584622,228.15128705136544,222.2798675150603,224.73374938964844,63285000,AAPL,Apple
2024-10-02,224.41584231153624,225.8861795938886,221.56457676904253,225.30003356933594,32880600,AAPL,Apple
2024-10-03,223.67072564154154,225.3298253274289,221.8626109260752,224.197265625,34044200,AAPL,Apple
2024-10-04,226.41269745663615,226.51205091107013,222.66731173997377,225.31988525390625,37245100,AAPL,Apple
2024-10-07,223.0348842523572,224.2171205854488,219.8855738973866,220.24322509765625,39505400,AAPL,Apple
2024-10-08,222.83622285599392,224.50525191173782,221.79307211654884,224.296630859375,31855700,AAPL,Apple
2024-10-09,223.7601370790405,228.25064364916537,223.36275355639287,228.04200744628906,33591100,AAPL,Apple
2024-10-10,226.29350107451606,228.00227752622936,225.68748134269669,227.54527282714844,28183500,AAPL,Apple
2024-10-11,227.8035664938185,227.9128492283195,225.85635099522128,226.0649871826172,31759200,AAPL,Apple
2024-10-14,227.20747392643057,230.21769857807328,227.10813563369229,229.79051208496094,39882100,AAPL,Apple
2024-10-15,232.08545910083197,235.9401430278398,230.85354589755886,232.3238983154297,64751400,AAPL,Apple
2024-10-16,230.0885769817669,230.60517253033711,228.34005309673006,230.26739501953125,34082200,AAPL,Apple
2024-10-17,231.90660939150177,232.3238817771462,229.01561181125544,230.6349639892578,32993800,AAPL,Apple
2024-10-18,234.63867690560429,234.63867690560429,232.4828401919167,233.4663848876953,46431500,AAPL,Apple
2024-10-21,232.91995571367772,235.3043021987925,232.91995571367772,234.93670654296875,36254500,AAPL,Apple
2024-10-22,232.36362533760988,234.67842149785605,231.0820505913223,234.32077026367188,38846600,AAPL,Apple
2024-10-23,232.552368896012,233.6054487889833,226.2736066643371,229.2540283203125,52287000,AAPL,Apple
2024-10-24,228.4791312160334,229.31366084202813,226.91938502162782,229.06529235839844,31109500,AAPL,Apple
2024-10-25,228.24072625952675,231.69801159617745,228.07183749564092,229.8998260498047,38802300,AAPL,Apple
2024-10-28,231.7973512193415,233.19813797949908,231.032372026897,231.87681579589844,36087100,AAPL,Apple
2024-10-29,231.57877779482254,232.80074647701065,230.80386934668286,232.14505004882812,35417200,AAPL,Apple
2024-10-30,231.09197226998216,231.94636045913163,228.05194445904854,228.59835815429688,47070900,AAPL,Apple
2024-10-31,227.84332326136388,228.33013097812315,223.89923027313517,224.4357147216797,64370100,AAPL,Apple
2024-11-01,219.52794977327943,223.87937072005496,218.83252100898451,221.45529174804688,65276700,AAPL,Apple
2024-11-04,219.5478246614517,221.33606573362852,218.27617915451208,220.5611572265625,44944500,AAPL,Apple
2024-11-05,220.35251908634842,222.4884819564664,219.6968226591573,221.9917449951172,28111300,AAPL,Apple
2024-11-06,221.15724252476647,224.5946691536601,219.74651129717958,221.2665252685547,54561100,AAPL,Apple
2024-11-07,223.16404611393824,226.39283627600352,223.1044401056504,225.9954376220703,42137700,AAPL,Apple
2024-11-08,225.9357792784742,227.4176895436531,225.17991383614745,225.7269287109375,38328800,AAPL,Apple
2024-11-11,223.77757009002366,224.47376393957063,220.29658566640109,223.01174926757812,42005600,AAPL,Apple
2024-11-12,223.33001798502116,224.36436096493557,222.14648085284745,223.01174926757812,40398300,AAPL,Apple
2024-11-13,222.79294167641658,225.4185978724207,221.54973296285615,223.89691162109375,48566200,AAPL,Apple
2024-11-14,223.79747584076947,227.62654977508777,223.77758025105393,226.98008728027344,44923900,AAPL,Apple
2024-11-15,225.16996034674554,225.68713943052106,223.0515429787679,223.77757263183594,47923700,AAPL,Apple
2024-11-18,224.0262188410909,228.49183017609323,223.94665165924164,226.7811737060547,44633700,AAPL,Apple
2024-11-19,225.74680903538962,228.90953992555222,225.4285554930197,227.0397491455078,36211800,AAPL,Apple
2024-11-20,226.82094870348703,228.68078414631773,224.6627401240164,227.75584411621094,35169600,AAPL,Apple
2024-11-21,227.63648708983084,228.9095315645878,224.48371169719937,227.2784423828125,42108300,AAPL,Apple
2024-11-22,226.82094518602503,229.46649702017746,226.82094518602503,228.62110900878906,38168300,AAPL,Apple
2024-11-25,230.20248468460477,231.98275293866183,228.49182822914253,231.6048126220703,90152800,AAPL,Apple
2024-11-26,232.06231657216094,234.29015208323423,232.06231657216094,233.7829132080078,45986200,AAPL,Apple
2024-11-27,233.19613315216662,234.4095061449918,232.53971526898803,233.65362548828125,33498400,AAPL,Apple
2024-11-29,233.5342752849028,236.51797629056327,232.698842645531,236.04058837890625,28481400,AAPL,Apple
2024-12-02,235.98089694287458,239.4817615684827,235.8714939748314,238.2882843017578,48137100,AAPL,Apple
2024-12-03,238.50711361537608,241.441083276618,237.60205398884364,241.33168029785156,38861000,AAPL,Apple
2024-12-04,241.55047375645148,242.78374225546824,239.9392801306149,241.68971252441406,44383900,AAPL,Apple
2024-12-05,242.66439419479377,243.21139387343032,240.81449907142343,241.71954345703125,40033900,AAPL,Apple
2024-12-06,241.5902721155965,243.3009285590703,240.76477968960373,241.52064514160156,36870600,AAPL,Apple
2024-12-09,240.516140724136,245.89675186527563,240.43657354260168,245.40940856933594,44649200,AAPL,Apple
2024-12-10,245.54865007065558,246.861485816723,244.0070681600661,246.4238739013672,36914800,AAPL,Apple
2024-12-11,246.61284788068906,249.43741460876686,244.92207178593077,245.1508331298828,45205800,AAPL,Apple
2024-12-12,245.54865996903848,247.388615093895,244.3452271532981,246.61285400390625,32777500,AAPL,Apple
2024-12-13,246.47359279661413,247.9355922748061,244.90217516923994,246.7819061279297,33155300,AAPL,Apple
2024-12-16,246.6426692963963,250.01425073054844,246.3045049916291,249.67608642578125,51694800,AAPL,Apple
2024-12-17,248.72130738305802,252.45093348613432,248.42293425963442,252.1028289794922,51356400,AAPL,Apple
2024-12-18,250.79000225751088,252.89847930582897,246.39401822090946,246.70233154296875,56774100,AAPL,Apple
2024-12-19,246.15532490458142,250.6308762664829,245.7475488049507,248.43287658691406,60882300,AAPL,Apple
2024-12-20,246.69239156062656,253.6145845456153,244.35516822034685,253.10736083984375,147495300,AAPL,Apple
2024-12-23,253.38584941381717,254.2610580907384,252.07301363460223,253.8831329345703,40858800,AAPL,Apple
2024-12-24,254.10192745486222,256.80713572411884,253.90300191480816,256.7972106933594,23234700,AAPL,Apple
2024-12-26,256.7872242633273,258.6868506395932,256.2302692406472,257.6127014160156,27237100,AAPL,Apple
2024-12-27,256.4292059497028,257.294504767908,251.68513210698922,254.20138549804688,42355300,AAPL,Apple
2024-12-30,250.8596392638085,252.122743648892,249.38768429964367,250.82980346679688,35557500,AAPL,Apple
2024-12-31,251.06847768562102,251.90391026277229,248.07482152033188,249.0594482421875,39480700,AAPL,Apple
2025-01-02,247.57754859678104,247.74663833648884,240.50619200781614,242.52516174316406,55740700,AAPL,Apple
2025-01-03,242.03781127929688,242.853348279154,240.57579666249651,242.03781127929688,40244100,AAPL,Apple
2025-01-06,242.98266113735735,245.98625772407811,241.87869116125097,243.66891479492188,45045600,AAPL,Apple
2025-01-07,241.6598791297847,244.215923537777,240.0387452815234,240.89407348632812,40856000,AAPL,Apple
2025-01-08,240.6056476428208,242.38593107741448,238.74581220273618,241.38140869140625,37628900,AAPL,Apple
2025-01-10,238.70602211575698,238.85521627248303,231.73411285331812,235.56320190429688,61710900,AAPL,Apple
2025-01-13,232.2612117379593,233.39501742033124,228.47191419887113,233.12648010253906,49630700,AAPL,Apple
2025-01-14,233.47458784982285,234.83713969366363,231.2069764534674,232.0125732421875,39435300,AAPL,Apple
2025-01-15,233.36518970349533,237.66172623332486,233.15632396556444,236.57763671875,39832000,AAPL,Apple
2025-01-16,236.06047699847062,236.7168796666606,226.79110553013876,227.0198516845703,71759100,AAPL,Apple
2025-01-17,230.85888730040747,231.0279618693864,227.2386640256131,228.7305145263672,68488300,AAPL,Apple
2025-01-21,222.783001089375,223.20071739531107,218.1881065481907,221.43038940429688,98070400,AAPL,Apple
2025-01-22,218.59587812819439,222.9023551356524,218.59587812819439,222.6139373779297,64126500,AAPL,Apple
2025-01-23,223.5189735650416,225.7965251191765,221.09222786837518,222.44483947753906,60234800,AAPL,Apple
2025-01-24,223.55875977197638,224.4041477572621,220.2070739772995,221.5696258544922,54697900,AAPL,Apple
2025-01-27,222.80287804759197,230.88869651104676,222.76308687365625,228.61114501953125,94863400,AAPL,Apple
2025-01-28,229.5958151675683,238.88506799911696,229.55602398609923,236.96554565429688,75707600,AAPL,Apple
2025-01-29,232.84801856891494,238.55683854812662,232.73861559310797,238.05955505371094,45486100,AAPL,Apple
2025-01-30,237.37329797187644,239.48177510143526,235.9212386876704,236.29916381835938,55658300,AAPL,Apple
2025-01-31,245.84699474947953,245.84699474947953,232.1716998572169,234.71778869628906,100959800,AAPL,Apple
2025-02-03,228.7404632470789,230.5704628324937,224.47376244068877,226.77120971679688,73063300,AAPL,Apple
2025-02-04,226.0153521080233,231.86341095944582,225.4186058340825,231.5352020263672,45067300,AAPL,Apple
2025-02-05,227.2883891710869,231.4058958330951,227.0298072213747,231.2069854736328,39620300,AAPL,Apple
2025-02-06,230.0334043541599,232.5297773409264,229.17807609142312,231.9529266357422,29925300,AAPL,Apple
2025-02-07,231.33627899238985,232.72866665415378,226.0252799376335,226.39328002929688,39707200,AAPL,Apple
2025-02-10,228.57379092662126,229.58935370973873,226.21406518332185,226.662109375,33115600,AAPL,Apple
2025-02-11,227.20971719471092,234.2092091135714,227.1400288616486,231.61053466796875,53718400,AAPL,Apple
2025-02-12,230.19670873650108,235.93172304376256,229.67896101319025,235.84210205078125,45243300,AAPL,Apple
2025-02-13,235.88194100703416,241.28837041996871,234.54775953627293,240.4818878173828,53614100,AAPL,Apple
2025-02-14,240.2030902821229,244.484433375407,239.94422402720738,243.53855895996094,40896200,AAPL,Apple
2025-02-18,243.0905000064508,244.11602908498713,240.7905267294893,243.40911865234375,48822500,AAPL,Apple
2025-02-19,243.59830810290342,244.94244069837237,242.10481731288857,243.80738830566406,32204200,AAPL,Apple
2025-02-20,243.87707690453925,245.70908851524857,243.2298884862767,244.76321411132812,32316900,AAPL,Apple
2025-02-21,244.88267886995578,247.6107939080121,244.155851012499,244.4844207763672,53197400,AAPL,Apple
2025-02-24,243.86711335623195,247.7800669312537,243.3593319822528,246.0277099609375,51326400,AAPL,Apple
2025-02-25,246.92381259977986,248.91513366913293,243.84722519384715,245.9679718017578,48013300,AAPL,Apple
2025-02-26,243.26972892021308,243.91690216055417,238.0922974197643,239.31695556640625,44433600,AAPL,Apple
2025-02-27,238.37109275336516,241.40786042901627,236.0312844149354,236.27024841308594,41153600,AAPL,Apple
2025-02-28,235.9217631442628,241.03945773883657,229.20105446423008,240.79054260253906,56833400,AAPL,Apple
2025-03-03,240.74076386584895,242.9710490242999,235.08541908943457,236.99708557128906,47184000,AAPL,Apple
2025-03-04,236.6784479935277,239.02820722093006,233.66158290717058,234.90615844726562,53798100,AAPL,Apple
2025-03-05,234.39839184729655,235.5234930679701,228.235250954078,234.71701049804688,47227600,AAPL,Apple
2025-03-06,233.42263965762712,236.82779659290307,232.14819548977783,234.30877685546875,45170400,AAPL,Apple
2025-03-07,234.08972499786833,240.32255383879036,233.7412377693079,238.0325469970703,46273600,AAPL,Apple
2025-03-10,234.5178647329352,235.13518456664028,223.24699590534985,226.4928436279297,72071200,AAPL,Apple
2025-03-11,222.8387656202518,224.8599551431671,216.50636447278404,219.88165283203125,76137400,AAPL,Apple
2025-03-12,219.18471261137486,220.78772670269151,213.97741219492326,216.03842163085938,62547500,AAPL,Apple
2025-03-13,215.01289169752292,215.89902897504837,207.51556900756947,208.7700958251953,61368300,AAPL,Apple
2025-03-14,210.3332680009786,213.02154815111564,208.67051688888432,212.5635528564453,60107600,AAPL,Apple
